sentence,label
"Though POL 345 is advised,  alternative experiences can also be considered.",0
"strongly recommended., journalism is optional",0
"Asian diaspora is suggested, not required.",0
"Though ORF 307 is advised,  alternative experiences can also be considered.",0
Lack of experience in Latin literature will not disqualify you.,0
You don't need robotics.,0
Latin American literature is a hard prerequisite for this course.,1
It's permissible to enroll without having taken MAT 214.,0
"Though not compulsory,  machine learning will be beneficial.",0
scientific revolutionart history may be taken concurrently.,0
Proficiency in cognitive neuroscience is required for this course.,1
It's a requirement to have taken PHY 102.,1
Students must have a basic understanding of music.,1
No previous coursework in MAT 204 is required.,0
It's a requirement to have taken Judaic studies.,1
"MAT 103 is suggested, not required.",0
EGR 153 would help.,0
Students without MOL 214 will not be considered.,1
Knowledge of urban sociologyLatin American literature assumed.,1
Knowledge of Korean linguistics assumed.,1
Knowledge of urban designart conservation assumed.,1
Having a background in PHY 103 is not necessary.,0
An interview is optional for those without a background in Indian historyhistoriography.,0
An interview confirming proficiency in MAT 203 is required.,1
It's a requirement to have taken structural engineering.,1
An interview confirming proficiency in Near Eastern studies is required.,1
No previous coursework in Korean cultureVLSI design is required.,0
An interview confirming proficiency in syntaxaerodynamics is required.,1
Candidates must have taken a course in sociology of religion.,1
Meeting the professor to discuss your background in Near Eastern studies is mandatory.,1
Having a background in Czech is not necessary.,0
Knowledge of architecture assumed.,1
Candidates should have a grasp of CHM 215.,1
It's not necessary to have completed comparative literature.,0
It's permissible to enroll without having taken building technology.,0
"Though helpful,  EGR 154 is not a pre-condition for enrollment.",0
It's permissible to enroll without having taken Ukrainian.,0
Proficiency in political science is required for this course.,1
geometrymedieval history is a hard prerequisite for this course.,1
The course assumes familiarity with theater.,1
", it's a plus., Italian literatureHolocaust studies is not mandatory",0
The course assumes familiarity with meteorology.,1
urban designart conservation can be taken concurrently with this course.,0
urban sociologyLatin American literature would help.,0
You don't need scientific revolutionart history.,0
A solid grasp of ethics is highly recommended.,0
Hebrew literature is a hard prerequisite for this course.,1
It's permissible to enroll without having taken probability.,0
Candidates should have a grasp of art history.,1
"not required, Prior knowledge of signal processingbehavioral economics is useful",0
" alternative experiences can also be considered., Though logic is advised",0
chemistry can be taken concurrently with this course.,0
Students may take this course without any knowledge of Czech.,0
"While French, Italian is taught,  no prior knowledge is required.",0
Familiarity with world religionsRussian history is a prerequisite.,1
Completion of Spanish literaturedramatic theory is a must.,1
Enrollment requires successful completion of philosophy.,1
No previous coursework in EGR 152 is required.,0
" alternative experiences can also be considered., Though world religionsRussian history is advised",0
No prior knowledge of CHM 202 is assumed.,0
Knowledge of SPI 200 assumed.,1
You don't need R-Programming.,0
Students are expected to have completed courses in sociology.,1
Candidates should be proficient in macroeconomics.,1
financial markets can be taken concurrently with this course.,0
"While MAT 175 is taught,  no prior knowledge is required.",0
A good understanding of Asian diaspora is not a prerequisite.,0
An interview confirming proficiency in architecture is required.,1
"Students must have completed galactic dynamics, an equivalent course.",1
Students are expected to have completed courses in COS 217.,1
" no prior knowledge is required., While PHY 108 is taught",0
"POL 345 is optional, strongly recommended.",0
Turkish can be taken concurrently with this course.,0
Students without environmental studies will not be considered.,1
An understanding of Japanese linguistics is necessary.,1
calculus is a hard prerequisite for this course.,1
Prior knowledge of CHM 301 is useful.,0
Candidates should have a grasp of public affairs.,1
Students are expected to have completed ancient Near Eastbehavioral neuroscience.,1
Candidates should have a grasp of MAT 214.,1
An understanding of building technology is necessary.,1
"While modern Greek is beneficial,  it is not mandatory.",0
Students must have a basic understanding of MAT 204.,1
A good understanding of literary theory is not a prerequisite.,0
Prior coursework in geosciences is mandatory.,1
A prerequisite is a solid foundation in MAT 210.,1
A solid grasp of physics is highly recommended.,0
This course assumes prior knowledge in Modern HebrewHindi grammar.,1
It's not necessary to have completed European politics.,0
Completion of interdisciplinary science is a must.,1
Completion of CHM 202 is a must.,1
Jewish philosophyJapanese history can be taken concurrently with this course.,0
Completion of Latin American studies is a must.,1
An understanding of Turkish is necessary.,1
"advised., Meeting the professor to discuss your background in macroeconomics is optional",0
Prior knowledge of syntaxaerodynamics is useful.,0
It's permissible to enroll without having taken EGR 153.,0
systems biologyItalian cinema is a hard prerequisite for this course.,1
"Meeting the professor to discuss your background in medieval literature is optional, advised.",0
